,,,,,,,
Year,NMFS Name,Pounds,Metric Tons,Dollars,Deflated Dollars,Confidentiality,Collection
1982,"FLOUNDER, YELLOWTAIL","59,662,263","27,063","30,473,042","81,478,722",Public,Commercial
1982,"FLOUNDER, YELLOWTAIL","40,021",18,,,Public,Recreational
1982,"FLOUNDER,PACIFIC,SANDDAB","525,997",239,"158,283","423,217",Public,Commercial
1982,"FLOUNDER,PACIFIC,SANDDAB","139,628",63,,,Public,Recreational
1982,"FLOUNDER,PACIFIC,SANDDAB,LONGFIN",300,0,,,Public,Recreational
1982,"FLOUNDER,PACIFIC,SANDDAB,SPECKLE","1,285",1,,,Public,Recreational
1982,"FLOUNDERS, LEFTEYED","3,932,368","1,784",,,Public,Recreational
1982,"FLOUNDERS, PARALICHTHYS","22,406",10,,,Public,Recreational
1982,"FLOUNDERS, RIGHTEYE","522,122",237,,,Public,Recreational
1982,"FLOUNDERS, RIGHTEYE **","47,356",21,"8,471","22,650",Public,Commercial
1982,"FLYINGFISH, SMALLHEAD",209,0,,,Public,Recreational
1982,FLYINGFISHES,,,,,Public,Recreational
1982,"GAR, LONGNOSE","5,765",3,,,Public,Recreational
1982,GARFISHES **,"922,038",418,"249,659","667,537",Public,Commercial
1982,GARIBALDI,,,,,Public,Recreational
1982,"GARS, SLENDER","1,021,257",463,,,Public,Recreational
1982,"GENUS (EPINEPHELUS), GROUPER","58,895",27,,,Public,Recreational
1982,"GENUS (MYCTEROPERCA), GROUPER","1,120",1,,,Public,Recreational
1982,"GENUS, BUTTERFLYFISH","24,646",11,,,Public,Recreational
1982,"GENUS, GREENLING","4,858",2,,,Public,Recreational
1982,"GENUS, GRUNT","1,616",1,,,Public,Recreational
1982,"GENUS, JACK","99,609",45,,,Public,Recreational
1982,"GENUS, MULLET","1,161,269",527,,,Public,Recreational
1982,"GENUS, STINGRAY","179,948",82,,,Public,Recreational
1982,"GENUS, SURGEONFISH",,,,,Public,Recreational
1982,"GENUS, TOADFISH","1,748",1,,,Public,Recreational
1982,GOATFISHES **,"162,407",74,"97,658","261,118",Public,Commercial
1982,GOBIES,,,,,Public,Recreational
1982,"GOBY, ARROW",,,,,Public,Recreational
1982,"GOBY, BLACKEYE",,,,,Public,Recreational
1982,"GOBY, LYRE",,,,,Public,Recreational
1982,"GOBY, NEON",,,,,Public,Recreational
1982,"GOBY, YELLOWFIN",503,0,,,Public,Recreational
1982,GOLDFISH,"11,159",5,567,"1,516",Public,Commercial
1982,GOOSEFISH,"5,617,618","2,548","3,133,683","8,378,832",Public,Commercial
1982,GRAYSBY,"64,884",29,,,Public,Recreational
1982,"GREENLING, KELP","1,477",1,"1,693","4,527",Public,Commercial
1982,"GREENLING, KELP","264,552",120,,,Public,Recreational
1982,"GREENLING, PAINTED",29,0,,,Public,Recreational
1982,"GREENLING, ROCK","26,734",12,,,Public,Recreational
1982,"GREENLING, WHITESPOTTED","2,253",1,,,Public,Recreational
1982,GREENLINGS,342,0,,,Public,Recreational
1982,GRENADIERS **,"98,383",45,"9,870","26,390",Public,Commercial
1982,"GROUPER, BLACK","8,699,765","3,946",,,Public,Recreational
1982,"GROUPER, CONEY","4,947",2,,,Public,Recreational
1982,"GROUPER, GAG","434,914",197,"417,148","1,115,369",Public,Commercial
1982,"GROUPER, GAG","9,014,826","4,089",,,Public,Recreational
1982,"GROUPER, GOLIATH","175,794",80,"76,028","203,284",Public,Commercial
1982,"GROUPER, GOLIATH","1,030,193",467,,,Public,Recreational
1982,"GROUPER, NASSAU","639,438",290,,,Public,Recreational
1982,"GROUPER, RED","12,904",6,"10,081","26,955",Public,Commercial
1982,"GROUPER, RED","5,525,640","2,506",,,Public,Recreational
1982,"GROUPER, SNOWY","138,369",63,"123,942","331,395",Public,Commercial
1982,"GROUPER, SNOWY","21,777",10,,,Public,Recreational
1982,"GROUPER, WARSAW","248,017",112,"163,647","437,559",Public,Commercial
1982,"GROUPER, WARSAW","2,767,258","1,255",,,Public,Recreational
1982,"GROUPER, YELLOWEDGE",,,,,Public,Recreational
1982,"GROUPER, YELLOWFIN","16,581",8,,,Public,Recreational
1982,"GROUPERS, SERRANIDAE (FAMILY)","516,964",234,,,Public,Recreational
1982,"GROUPERS, SERRANIDAE (FAMILY) **","13,941,978","6,324","14,091,153","37,676,881",Public,Commercial
1982,"GRUNION, CALIFORNIA",,,,,Public,Recreational
1982,"GRUNT, BLUESTRIPED","779,311",353,,,Public,Recreational
1982,"GRUNT, CAESAR","9,482",4,,,Public,Recreational
1982,"GRUNT, FRENCH","19,251",9,,,Public,Recreational
1982,"GRUNT, WHITE","2,805,828","1,273",,,Public,Recreational
1982,"GRUNTS, HAEMULIDAE (FAMILY)","822,291",373,,,Public,Recreational
1982,"GRUNTS, HAEMULIDAE (FAMILY) **","234,953",107,"62,381","166,793",Public,Commercial
1982,GUAGUANCHE,423,0,,,Public,Recreational
1982,"GUITARFISH, ATLANTIC",,,,,Public,Recreational
1982,"GUITARFISH, SHOVELNOSE","61,498",28,,,Public,Recreational
1982,HADDOCK,"42,021,600","19,061","21,642,552","57,867,786",Public,Commercial
1982,HADDOCK,"47,491",22,,,Public,Recreational
1982,HAGFISHES **,126,0,126,337,Public,Commercial
1982,"HAKE, PACIFIC (WHITING)","15,594,240","7,074","517,269","1,383,073",Public,Commercial
1982,"HAKE, PACIFIC (WHITING)","202,169",92,,,Public,Recreational
1982,"HAKE, RED","4,942,400","2,242","762,682","2,039,256",Public,Commercial
1982,"HAKE, RED","86,360",39,,,Public,Recreational
1982,"HAKE, SILVER","36,557,577","16,582","7,809,882","20,882,035",Public,Commercial
1982,"HAKE, SILVER","351,523",159,,,Public,Recreational
1982,"HAKE, SPOTTED","7,606",3,,,Public,Recreational
1982,"HAKE, WHITE","13,624,700","6,180","2,182,287","5,834,993",Public,Commercial
1982,"HAKE, WHITE","3,578",2,,,Public,Recreational
1982,"HAKES, RED AND WHITE **","109,553",50,"19,011","50,832",Public,Commercial
1982,HALFMOON,"55,482",25,,,Public,Recreational
1982,"HALIBUT, ATLANTIC","204,300",93,"300,388","803,177",Public,Commercial
1982,"HALIBUT, ATLANTIC","27,009",12,,,Public,Recreational
1982,"HALIBUT, CALIFORNIA","1,214,140",551,"1,884,083","5,037,655",Public,Commercial
1982,"HALIBUT, CALIFORNIA","1,762,802",800,,,Public,Recreational
1982,"HALIBUT, GREENLAND",584,0,,,Public,Recreational
1982,"HALIBUT, PACIFIC","30,194,298","13,696","25,444,057","68,032,238",Public,Commercial
1982,"HALIBUT, PACIFIC","32,000",15,,,Public,Recreational
1982,"HARVESTFISH, NORTHERN","526,532",239,"171,810","459,385",Public,Commercial
1982,HARVESTFISHES **,"19,745,162","8,956","5,212,773","13,937,896",Public,Commercial
1982,"HERRING, ATLANTIC","71,259,900","32,323","3,702,503","9,899,741",Public,Commercial
1982,"HERRING, ATLANTIC","160,185",73,,,Public,Recreational
1982,"HERRING, ATLANTIC THREAD","294,846",134,"14,250","38,102",Public,Commercial
1982,"HERRING, ATLANTIC THREAD","40,424",18,,,Public,Recreational
1982,"HERRING, BLUEBACK",13,0,,,Public,Recreational
1982,"HERRING, LAKE OR CISCO","310,803",141,"128,275","342,982",Public,Commercial
1982,"HERRING, PACIFIC","130,416,576","59,157","30,676,552","82,022,867",Public,Commercial
1982,"HERRING, ROUND","1,556",1,,,Public,Recreational
1982,HERRINGS,"569,474",258,,,Public,Recreational
1982,HERRINGS **,"308,948",140,"57,784","154,503",Public,Commercial
1982,"HERRINGS, RIVER",,,,,Public,Recreational
1982,HIGH-HAT,,,,,Public,Recreational
1982,"HIND, RED","62,115",28,,,Public,Recreational
1982,"HIND, ROCK","207,780",94,,,Public,Recreational
1982,"HIND, SPECKLED","11,652",5,"11,157","29,832",Public,Commercial
1982,HOGCHOKER,100,0,16,43,Public,Commercial
1982,HOGFISH,"48,368",22,"34,034","91,000",Public,Commercial
1982,HOGFISH,"503,937",229,,,Public,Recreational
1982,"HOGFISH, SPANISH","28,980",13,,,Public,Recreational
1982,HOUNDFISH,"23,810",11,,,Public,Recreational
1982,"IRISH LORD, BROWN",276,0,,,Public,Recreational
1982,"IRISH LORD, RED","13,150",6,,,Public,Recreational
1982,JACK MACKEREL,"43,248,496","19,617","3,983,939","10,652,243",Public,Commercial
1982,JACK MACKEREL,"10,743",5,,,Public,Recreational
1982,"JACK, ALMACO","1,682",1,,,Public,Recreational
1982,"JACK, BAR","27,613",13,,,Public,Recreational
1982,"JACK, BLACK",847,0,,,Public,Recreational
1982,"JACK, BLUNTNOSE","28,135",13,,,Public,Recreational
1982,"JACK, CREVALLE","2,698,328","1,224","463,853","1,240,249",Public,Commercial
1982,"JACK, CREVALLE","1,948,580",884,,,Public,Recreational
1982,"JACK, HORSE-EYE","40,063",18,,,Public,Recreational
1982,"JACK, YELLOW","986,536",447,,,Public,Recreational
1982,"JACK, YELLOWTAIL","74,791",34,"29,511","78,906",Public,Commercial
1982,"JACK, YELLOWTAIL","205,885",93,,,Public,Recreational
1982,JACKS,"1,138,885",517,,,Public,Recreational
1982,JACKSMELT,"150,507",68,,,Public,Recreational
1982,"JENNY, SILVER","142,174",64,,,Public,Recreational
1982,"KELPFISH, CREVICE","1,356",1,,,Public,Recreational
1982,"KELPFISH, GIANT","1,138",1,,,Public,Recreational
1982,"KILLIFISH, STRIPED","26,985",12,,,Public,Recreational
1982,KILLIFISHES,"26,577",12,,,Public,Recreational
1982,"KINGFISH, GULF","1,386,133",629,,,Public,Recreational
1982,"KINGFISH, NORTHERN","538,507",244,,,Public,Recreational
1982,"KINGFISH, SOUTHERN","6,404,004","2,905",,,Public,Recreational
1982,KINGFISHES,"449,261",204,,,Public,Recreational
1982,KINGFISHES **,"2,804,234","1,272","937,582","2,506,904",Public,Commercial
1982,LADYFISH,"3,433,762","1,558","284,986","761,994",Public,Commercial
1982,LADYFISH,"263,022",119,,,Public,Recreational
1982,"LAMPREY, PACIFIC","39,169",18,"24,974","66,775",Public,Commercial
1982,"LAMPREY, SEA",174,0,,,Public,Recreational
1982,"LANCE, AMERICAN SAND","92,700",42,"43,501","116,313",Public,Commercial
1982,LEATHERJACK,"6,949",3,,,Public,Recreational
1982,LINGCOD,"8,762,398","3,975","2,204,701","5,894,923",Public,Commercial
1982,LINGCOD,"3,860,265","1,751",,,Public,Recreational
1982,"LIZARDFISH, CALIFORNIA","8,618",4,,,Public,Recreational
1982,"LIZARDFISH, INSHORE","64,749",29,,,Public,Recreational
1982,"LIZARDFISHES, SYNODONTIDAE (FAMILY)",,,,,Public,Recreational
1982,"LOBSTER, AMERICAN","43,084,300","19,543","99,445,337","265,896,622",Public,Commercial
1982,"LOBSTER, CALIFORNIA SPINY","524,862",238,"1,891,048","5,056,278",Public,Commercial
1982,"LOBSTER, CARIBBEAN SPINY","6,496,804","2,947","15,566,182","41,620,808",Public,Commercial
1982,"LOBSTERS, SLIPPER **","78,473",36,"113,871","304,468",Public,Commercial
1982,LOOKDOWN,"76,857",35,,,Public,Recreational
1982,MACKEREL FAMILY,"442,102",201,,,Public,Recreational
1982,"MACKEREL, ATLANTIC","7,344,649","3,332","1,038,785","2,777,499",Public,Commercial
1982,"MACKEREL, ATLANTIC","4,124,089","1,871",,,Public,Recreational
1982,"MACKEREL, CHUB","38,948,846","17,667","3,482,499","9,311,495",Public,Commercial
1982,"MACKEREL, CHUB","3,676,189","1,668",,,Public,Recreational
1982,"MACKEREL, FRIGATE","8,755",4,,,Public,Recreational
1982,"MACKEREL, KING","14,533,132","6,592",,,Public,Recreational
1982,"MACKEREL, KING AND CERO",,,,,Public,Recreational
1982,"MACKEREL, KING AND CERO **","8,025,588","3,640","7,648,995","20,451,860",Public,Commercial
1982,"MACKEREL, SPANISH","7,316,437","3,319","2,349,518","6,282,133",Public,Commercial
1982,"MACKEREL, SPANISH","8,102,778","3,675",,,Public,Recreational
1982,"MAJOR, SERGEANT","1,731",1,,,Public,Recreational
1982,MARGATE,"188,445",85,,,Public,Recreational
1982,"MARLIN, BLUE","1,843",1,"1,185","3,168",Public,Commercial
1982,"MARLIN, BLUE","2,173,156",986,,,Public,Recreational
1982,"MARLIN, STRIPED","40,010",18,,,Public,Recreational
1982,"MARLIN, WHITE","1,700",1,533,"1,425",Public,Commercial
1982,"MARLIN, WHITE","330,815",150,,,Public,Recreational
1982,"MENHADEN, ATLANTIC","604,244",274,,,Public,Recreational
1982,"MENHADEN, GULF","175,175",79,,,Public,Recreational
1982,MENHADENS,,,,,Public,Recreational
1982,MENHADENS **,"2,783,913,548","1,262,775","108,166,675","289,215,705",Public,Commercial
1982,"MIDSHIPMAN, PLAINFIN",525,0,,,Public,Recreational
1982,"MIDSHIPMAN, SPECKLEFIN","3,036",1,,,Public,Recreational
1982,"MINNOW, SHEEPSHEAD",,,,,Public,Recreational
1982,MINNOWS **,"7,947",4,"18,108","48,417",Public,Commercial
1982,"MOJARRA, SPOTFIN","1,431",1,,,Public,Recreational
1982,"MOJARRA, YELLOWFIN","18,582",8,,,Public,Recreational
1982,MOJARRAS,"14,182",6,,,Public,Recreational
1982,MOJARRAS **,"258,100",117,"53,665","143,489",Public,Commercial
1982,MOLLUSKS **,"14,410",7,"52,695","140,896",Public,Commercial
1982,MOONEYES **,185,0,28,75,Public,Commercial
1982,"MOONFISH, ATLANTIC",,,,,Public,Recreational
1982,"MULLET, FANTAIL","200,105",91,,,Public,Recreational
1982,"MULLET, REDEYE","5,582",3,,,Public,Recreational
1982,"MULLET, STRIPED","31,133,537","14,122","6,869,764","18,368,356",Public,Commercial
1982,"MULLET, STRIPED","7,740,057","3,511",,,Public,Recreational
1982,"MULLET, WHITE","449,170",204,"118,602","317,117",Public,Commercial
1982,"MULLET, WHITE","1,627,965",738,,,Public,Recreational
1982,MULLETS,"246,234",112,,,Public,Recreational
1982,MUMMICHOG,100,0,170,455,Public,Commercial
1982,MUMMICHOG,359,0,,,Public,Recreational
1982,"MUSSEL, CALIFORNIA","3,675",2,"25,002","66,850",Public,Commercial
1982,"MUSSEL, SEA","4,159,304","1,887","1,939,696","5,186,354",Public,Commercial
1982,"NEEDLEFISH, ATLANTIC","153,835",70,,,Public,Recreational
1982,"NEEDLEFISH, CALIFORNIA",,,,,Public,Recreational
1982,"NEEDLEFISH, FLAT","11,411",5,,,Public,Recreational
1982,"NEEDLEFISH, KEELTAIL",653,0,,,Public,Recreational
1982,NEEDLEFISHES,,,,,Public,Recreational
1982,OCTOPUSES **,"152,843",69,"77,017","205,928",Public,Commercial
1982,OPALEYE,"126,887",58,,,Public,Recreational
1982,"OYSTER, EASTERN","48,816,051","22,143","72,681,529","194,335,639",Public,Commercial
1982,"OYSTER, EDIBLE","5,032",2,"31,264","83,594",Public,Commercial
1982,"OYSTER, OLYMPIA","2,674",1,"30,070","80,401",Public,Commercial
1982,"OYSTER, PACIFIC","8,620,486","3,910","8,733,970","23,352,860",Public,Commercial
1982,PADDLEFISH,"70,958",32,"10,685","28,570",Public,Commercial
1982,PALOMETA,,,,,Public,Recreational
1982,"PARROTFISH, BLUE","10,465",5,,,Public,Recreational
1982,"PARROTFISH, QUEEN","25,064",11,,,Public,Recreational
1982,"PARROTFISH, REDBAND",608,0,,,Public,Recreational
1982,"PARROTFISH, REDTAIL",,,,,Public,Recreational
1982,"PARROTFISH, STOPLIGHT","33,550",15,,,Public,Recreational
1982,PARROTFISHES,"16,116",7,,,Public,Recreational
1982,"PERCH GENUS, SAND",,,,,Public,Recreational
1982,"PERCH, BLACK","53,053",24,,,Public,Recreational
1982,"PERCH, DWARF SAND","5,231",2,,,Public,Recreational
1982,"PERCH, KELP",106,0,,,Public,Recreational
1982,"PERCH, PILE","152,420",69,,,Public,Recreational
1982,"PERCH, SAND","364,547",165,,,Public,Recreational
1982,"PERCH, SHINER","11,965",5,,,Public,Recreational
1982,"PERCH, SILVER","1,201,102",545,,,Public,Recreational
1982,"PERCH, WHITE","1,753,398",795,"812,399","2,172,191",Public,Commercial
1982,"PERCH, WHITE","621,563",282,,,Public,Recreational
1982,"PERCH, YELLOW","2,101,638",953,"2,629,486","7,030,712",Public,Commercial
1982,"PERCH, YELLOW","145,035",66,,,Public,Recreational
1982,PERIWINKLES,"35,400",16,"48,850","130,615",Public,Commercial
1982,PERMIT,"39,663",18,"16,827","44,992",Public,Commercial
1982,PERMIT,"17,684",8,,,Public,Recreational
1982,PIGFISH,"120,378",55,"27,459","73,420",Public,Commercial
1982,PIGFISH,"780,457",354,,,Public,Recreational
1982,PIKES **,"7,444",3,"1,550","4,144",Public,Commercial
1982,"PILCHARD, FALSE","3,658,307","1,659",,,Public,Recreational
1982,PILOTFISH,"9,995",5,,,Public,Recreational
1982,PINFISH,866,0,101,270,Public,Commercial
1982,PINFISH,"2,950,447","1,338",,,Public,Recreational
1982,"PINFISH, SPOTTAIL","93,754",43,,,Public,Recreational
1982,PIPEFISH FAMILY,,,,,Public,Recreational
1982,POLLOCK,"31,639,600","14,352","6,474,306","17,310,978",Public,Commercial
1982,POLLOCK,"3,615,440","1,640",,,Public,Recreational
1982,"POLLOCK, WALLEYE ","5,429,690","2,463","349,123","933,484",Public,Commercial
1982,"POLLOCK, WALLEYE ","1,118,878",508,,,Public,Recreational
1982,"POLYCHAETE, BLOODWORMS","658,300",299,"1,969,214","5,265,278",Public,Commercial
1982,"POLYCHAETE, SANDWORMS **","783,700",355,"1,256,035","3,358,382",Public,Commercial
1982,"POMPANO, AFRICAN","96,981",44,,,Public,Recreational
1982,"POMPANO, FLORIDA","928,757",421,"2,251,325","6,019,586",Public,Commercial
1982,"POMPANO, FLORIDA","1,980,419",898,,,Public,Recreational
1982,"POMPANO, IRISH","15,644",7,,,Public,Recreational
1982,PORCUPINEFISH,,,,,Public,Recreational
1982,PORGIES,"9,103,790","4,129",,,Public,Recreational
1982,PORGIES **,"21,055,417","9,551","9,843,347","26,319,108",Public,Commercial
1982,"PORGY, GRASS","9,736",4,,,Public,Recreational
1982,"PORGY, JOLTHEAD","267,073",121,,,Public,Recreational
1982,"PORGY, KNOBBED","13,794",6,,,Public,Recreational
1982,"PORGY, LONGSPINE","1,863",1,,,Public,Recreational
1982,"PORGY, RED","771,530",350,,,Public,Recreational
1982,"PORGY, SAUCEREYE","8,552",4,,,Public,Recreational
1982,"PORGY, SHEEPSHEAD","23,656",11,,,Public,Recreational
1982,"PORGY, SILVER","19,664",9,,,Public,Recreational
1982,"PORGY, WHITEBONE","30,531",14,,,Public,Recreational
1982,PORKFISH,"39,522",18,,,Public,Recreational
1982,"POUT, OCEAN","482,600",219,"32,965","88,142",Public,Commercial
1982,"POUT, OCEAN","10,933",5,,,Public,Recreational
1982,"PRICKLEBACK, MONKEYFACE","9,039",4,,,Public,Recreational
1982,"PRICKLEBACK, ROCK",560,0,,,Public,Recreational
1982,"PRICKLEBACK, SNAKE",207,0,,,Public,Recreational
1982,PRICKLEBACKS,148,0,,,Public,Recreational
1982,"PUFFER, CHECKERED","8,624",4,,,Public,Recreational
1982,"PUFFER, LEAST",556,0,,,Public,Recreational
1982,"PUFFER, NORTHERN","37,400",17,"56,355","150,682",Public,Commercial
1982,"PUFFER, NORTHERN","393,658",179,,,Public,Recreational
1982,"PUFFER, SMOOTH","9,059",4,,,Public,Recreational
1982,"PUFFER, SOUTHERN","21,335",10,,,Public,Recreational
1982,"PUFFERS, TETRAODONTIDAE (FAMILY)",,,,,Public,Recreational
1982,QUEENFISH,"4,797",2,"1,105","2,955",Public,Commercial
1982,QUEENFISH,"85,383",39,,,Public,Recreational
1982,QUILLBACK,"196,102",89,"19,259","51,495",Public,Commercial
1982,"RATFISH, SPOTTED","2,147",1,,,Public,Recreational
1982,"RAVEN, SEA","28,731",13,,,Public,Recreational
1982,"RAY, BAT","23,982",11,,,Public,Recreational
1982,"RAY, DEVIL",,,,,Public,Recreational
1982,"RAYS, EAGLE",,,,,Public,Recreational
1982,"RAZORFISH, PEARLY",556,0,,,Public,Recreational
1982,"REDFISH, ACADIAN","18,405,800","8,349","4,954,973","13,248,591",Public,Commercial
1982,"REDFISH, GOLDEN","1,583",1,,,Public,Recreational
1982,"REEFFISH, PURPLE","32,736",15,,,Public,Recreational
1982,REMORA,"25,512",12,,,Public,Recreational
1982,RIBBONFISHES,"7,366",3,,,Public,Recreational
1982,"ROCK BASSES, PACIFIC","21,017",10,,,Public,Recreational
1982,"ROCKFISH, BANK","17,218",8,,,Public,Recreational
1982,"ROCKFISH, BLACK","161,999",73,"35,678","95,396",Public,Commercial
1982,"ROCKFISH, BLACK","4,363,785","1,979",,,Public,Recreational
1982,"ROCKFISH, BLACK-AND-YELLOW","20,176",9,,,Public,Recreational
1982,"ROCKFISH, BLACKGILL","12,078",5,"3,847","10,286",Public,Commercial
1982,"ROCKFISH, BLACKGILL","13,772",6,,,Public,Recreational
1982,"ROCKFISH, BLUE","85,887",39,"24,865","66,484",Public,Commercial
1982,"ROCKFISH, BLUE","2,692,801","1,221",,,Public,Recreational
1982,"ROCKFISH, BOCACCIO","5,443,645","2,469","1,194,934","3,195,011",Public,Commercial
1982,"ROCKFISH, BOCACCIO","3,352,320","1,521",,,Public,Recreational
1982,"ROCKFISH, BRONZESPOTTED","3,878",2,,,Public,Recreational
1982,"ROCKFISH, BROWN","322,642",146,"89,644","239,690",Public,Commercial
1982,"ROCKFISH, BROWN","300,057",136,,,Public,Recreational
1982,"ROCKFISH, CALICO",42,0,,,Public,Recreational
1982,"ROCKFISH, CANARY","728,995",331,,,Public,Recreational
1982,"ROCKFISH, CHILIPEPPER","57,987",26,"18,659","49,890",Public,Commercial
1982,"ROCKFISH, CHILIPEPPER","857,645",389,,,Public,Recreational
1982,"ROCKFISH, CHINA","32,548",15,"10,096","26,995",Public,Commercial
1982,"ROCKFISH, CHINA","104,230",47,,,Public,Recreational
1982,"ROCKFISH, COPPER","10,773",5,"4,830","12,914",Public,Commercial
1982,"ROCKFISH, COPPER",591,0,,,Public,Recreational
1982,"ROCKFISH, COPPER","1,193,669",541,,,Public,Recreational
1982,"ROCKFISH, COWCOD","97,153",44,"58,535","156,511",Public,Commercial
1982,"ROCKFISH, COWCOD","242,817",110,,,Public,Recreational
1982,"ROCKFISH, FLAG","82,250",37,,,Public,Recreational
1982,"ROCKFISH, GOPHER","86,024",39,"78,013","208,591",Public,Commercial
1982,"ROCKFISH, GOPHER","24,028",11,,,Public,Recreational
1982,"ROCKFISH, GRASS",50,0,30,80,Public,Commercial
1982,"ROCKFISH, GRASS","27,905",13,,,Public,Recreational
1982,"ROCKFISH, GREENBLOTCHED","56,904",26,,,Public,Recreational
1982,"ROCKFISH, GREENSPOTTED","23,284",11,"9,521","25,457",Public,Commercial
1982,"ROCKFISH, GREENSPOTTED","365,573",166,,,Public,Recreational
1982,"ROCKFISH, GREENSTRIPED","41,868",19,,,Public,Recreational
1982,"ROCKFISH, HALFBANDED",64,0,,,Public,Recreational
1982,"ROCKFISH, HONEYCOMB","8,155",4,,,Public,Recreational
1982,"ROCKFISH, KELP","18,797",9,,,Public,Recreational
1982,"ROCKFISH, MEXICAN","5,811",3,,,Public,Recreational
1982,"ROCKFISH, NORTHERN",,,,,Public,Recreational
