Area,Year,Key Species,Number Of Fish,Hr,Notes
Hawaii,2019,Dolphinfish (mahimahi),"124,516",H,Dolphinfish (mahimahi) include dolphin and dolphinfish.
Hawaii,2019,Goatfishes,"1,166,856",H,"Goatfishes include goatfishes, goatfish family, yellowstripe goatfish, yellowfin goatfish, pflugers goatfish, bandtail goatfish, doublebar goatfish, whitesaddle goatfish, manybar goatfish, and blue goatfish."
Hawaii,2019,Goatfishes,"34,425",R,
Hawaii,2019,Jacks (trevallys and other jacks),"309,567",H,"Jacks (trevallys and other jacks) include jack family, African pompano, black jack, black trevally, greater amberjack, jack genus, giant trevally, bluefin trevally, bigeye trevally, and island jack."
Hawaii,2019,Jacks (trevallys and other jacks),"394,628",R,
Hawaii,2019,Other snappers,"252,253",H,"Other snappers include snapper family, snapper genus, bluestipe snapper, bluestripe snapper, blacktail snapper, ruby snapper, longtailed red snapper, pink snapper, von siebolds snapper, binghams snapper, green jobfish, ironjaw snapper, and smalltooth jobfish."
Hawaii,2019,Other snappers,"28,596",R,
Hawaii,2019,Skipjack tuna (aku),"270,270",H,
Hawaii,2019,Skipjack tuna (aku),"3,063",R,
Hawaii,2019,Wahoo (ono),"88,448",H,
Hawaii,2019,Wahoo (ono),0,R,
Hawaii,2019,Yellowfin tuna ('ahi),"286,858",H,
Hawaii,2019,Yellowfin tuna ('ahi),"5,040",R,
Hawaii,2020,Bigeye (akule) and mackerel (opelu) scad,"3,719,314",H,Bigeye (akule) and mackerel (opelu) scad include bigeye scad and mackerel scad.
Hawaii,2020,Bigeye (akule) and mackerel (opelu) scad,"5,784",R,
Hawaii,2020,Blue marlin (a'u),"1,154",R,
Hawaii,2020,Blue marlin (a'u),"10,285",H,
Hawaii,2020,Deep 7 bottomfish,"1,484",H,"Deep 7 bottomfish include hawaiian grouper, ruby snapper, longtailed red snapper, pink snapper, von siebolds snapper, binghams snapper, and ironjaw snapper."
Hawaii,2020,Deep 7 bottomfish,0,R,
Hawaii,2020,Dolphinfish (mahimahi),"117,426",H,Dolphinfish (mahimahi) include dolphin and dolphinfish.
Hawaii,2020,Dolphinfish (mahimahi),199,R,
Hawaii,2020,Goatfishes,"39,268",R,
Hawaii,2020,Goatfishes,"491,022",H,"Goatfishes include goatfishes, goatfish family, yellowstripe goatfish, yellowfin goatfish, pflugers goatfish, bandtail goatfish, doublebar goatfish, whitesaddle goatfish, manybar goatfish, and blue goatfish."
Hawaii,2020,Jacks (trevallys and other jacks),"256,565",H,"Jacks (trevallys and other jacks) include jack family, African pompano, black jack, black trevally, greater amberjack, jack genus, giant trevally, bluefin trevally, bigeye trevally, and island jack."
Hawaii,2020,Jacks (trevallys and other jacks),"383,033",R,
Hawaii,2020,Other snappers,"322,142",H,"Other snappers include snapper family, snapper genus, bluestipe snapper, bluestripe snapper, blacktail snapper, ruby snapper, longtailed red snapper, pink snapper, von siebolds snapper, binghams snapper, green jobfish, ironjaw snapper, and smalltooth jobfish."
Hawaii,2020,Other snappers,"38,150",R,
Hawaii,2020,Skipjack tuna (aku),"239,512",H,
Hawaii,2020,Skipjack tuna (aku),"4,226",R,
Hawaii,2020,Wahoo (ono),"82,854",H,
Hawaii,2020,Wahoo (ono),0,R,
Hawaii,2020,Yellowfin tuna ('ahi),"1,899",R,
Hawaii,2020,Yellowfin tuna ('ahi),"215,763",H,
Hawaii,2021,Bigeye (akule) and mackerel (opelu) scad,"25,924",R,
Hawaii,2021,Bigeye (akule) and mackerel (opelu) scad,"4,552,717",H,Bigeye (akule) and mackerel (opelu) scad include bigeye scad and mackerel scad.
Hawaii,2021,Blue marlin (a'u),"1,327",R,
Hawaii,2021,Blue marlin (a'u),"6,266",H,
Hawaii,2021,Deep 7 bottomfish,,H,"N/A - Data are not available. Deep 7 bottomfish include hawaiian grouper, ruby snapper, longtailed red snapper, pink snapper, von siebolds snapper, binghams snapper, and ironjaw snapper."
Hawaii,2021,Deep 7 bottomfish,,R,N/A - Data are not available.
Hawaii,2021,Dolphinfish (mahimahi),"120,901",H,Dolphinfish (mahimahi) include dolphin and dolphinfish.
Hawaii,2021,Dolphinfish (mahimahi),796,R,
Hawaii,2021,Goatfishes,"50,100",R,
Hawaii,2021,Goatfishes,"585,207",H,"Goatfishes include goatfishes, goatfish family, yellowstripe goatfish, yellowfin goatfish, pflugers goatfish, bandtail goatfish, doublebar goatfish, whitesaddle goatfish, manybar goatfish, and blue goatfish."
Hawaii,2021,Jacks (trevallys and other jacks),"181,951",H,"Jacks (trevallys and other jacks) include jack family, African pompano, black jack, black trevally, greater amberjack, jack genus, giant trevally, bluefin trevally, bigeye trevally, and island jack."
Hawaii,2021,Jacks (trevallys and other jacks),"340,626",R,
Hawaii,2021,Other snappers,"206,718",H,"Other snappers include snapper family, snapper genus, bluestipe snapper, bluestripe snapper, blacktail snapper, ruby snapper, longtailed red snapper, pink snapper, von siebolds snapper, binghams snapper, green jobfish, ironjaw snapper, and smalltooth jobfish."
Hawaii,2021,Other snappers,"58,145",R,
Hawaii,2021,Skipjack tuna (aku),"200,770",H,
Hawaii,2021,Skipjack tuna (aku),"4,266",R,
Hawaii,2021,Wahoo (ono),"108,201",H,
Hawaii,2021,Wahoo (ono),0,R,
Hawaii,2021,Yellowfin tuna ('ahi),"13,094",R,
Hawaii,2021,Yellowfin tuna ('ahi),"233,083",H,
Hawaii,2022,Bigeye (akule) and mackerel (opelu) scad,"22,196",R,
Hawaii,2022,Bigeye (akule) and mackerel (opelu) scad,"7,963,559",H,Bigeye (akule) and mackerel (opelu) scad include bigeye scad and mackerel scad.
Hawaii,2022,Blue marlin (a'u),"5,891",H,
Hawaii,2022,Blue marlin (a'u),648,R,
Hawaii,2022,Deep 7 bottomfish,,H,"N/A - Data are not available. Deep 7 bottomfish include hawaiian grouper, ruby snapper, longtailed red snapper, pink snapper, von siebolds snapper, binghams snapper, and ironjaw snapper."
Hawaii,2022,Deep 7 bottomfish,,R,N/A - Data are not available.
Hawaii,2022,Dolphinfish (mahimahi),"150,479",H,Dolphinfish (mahimahi) include dolphin and dolphinfish.
Hawaii,2022,Dolphinfish (mahimahi),0,R,
Hawaii,2022,Goatfishes,"57,992",R,
Hawaii,2022,Goatfishes,"866,945",H,"Goatfishes include goatfishes, goatfish family, yellowstripe goatfish, yellowfin goatfish, pflugers goatfish, bandtail goatfish, doublebar goatfish, whitesaddle goatfish, manybar goatfish, and blue goatfish."
Hawaii,2022,Jacks (trevallys and other jacks),"299,442",H,"Jacks (trevallys and other jacks) include jack family, African pompano, black jack, black trevally, greater amberjack, jack genus, giant trevally, bluefin trevally, bigeye trevally, and island jack."
Hawaii,2022,Jacks (trevallys and other jacks),"364,225",R,
Hawaii,2022,Other snappers,"317,367",H,"Other snappers include snapper family, snapper genus, bluestipe snapper, bluestripe snapper, blacktail snapper, ruby snapper, longtailed red snapper, pink snapper, von siebolds snapper, binghams snapper, green jobfish, ironjaw snapper, and smalltooth jobfish."
Hawaii,2022,Other snappers,"40,424",R,
Hawaii,2022,Skipjack tuna (aku),"1,998",R,
Hawaii,2022,Skipjack tuna (aku),"387,726",H,
Hawaii,2022,Wahoo (ono),"76,323",H,
Hawaii,2022,Wahoo (ono),0,R,
Hawaii,2022,Yellowfin tuna ('ahi),"268,898",H,
Hawaii,2022,Yellowfin tuna ('ahi),"3,864",R,
Louisiana,2013,Atlantic croaker,"2,327,781",H,
Louisiana,2013,Atlantic croaker,"3,973,149",R,
Louisiana,2013,Black drum,"1,020,323",H,
Louisiana,2013,Black drum,"4,064,418",R,
Louisiana,2013,Red drum,"10,045,886",R,
Louisiana,2013,Red drum,"5,678,669",H,
Louisiana,2013,Red snapper,"113,413",H,
Louisiana,2013,Red snapper,"333,498",R,
Louisiana,2013,Sand seatrout,"1,457,735",H,
Louisiana,2013,Sand seatrout,"1,845,321",R,
Louisiana,2013,Sheepshead,"1,386,463",R,
Louisiana,2013,Sheepshead,"975,452",H,
Louisiana,2013,South flounder,"1,530,510",H,
Louisiana,2013,South flounder,"251,288",R,
Louisiana,2013,South kingfish,"117,983",R,
Louisiana,2013,South kingfish,"41,373",H,
Louisiana,2013,Spotted seatrout,"16,267,462",H,
Louisiana,2013,Spotted seatrout,"19,153,191",R,
Louisiana,2013,Yellowfin tuna,"1,982",R,
Louisiana,2013,Yellowfin tuna,"12,617",H,
Louisiana,2014,Atlantic croaker,"235,081",H,
Louisiana,2014,Atlantic croaker,0,R,
Louisiana,2014,Black drum,"217,662",H,
Louisiana,2014,Black drum,0,R,
Louisiana,2014,Red drum,"1,282,923",H,
Louisiana,2014,Red drum,0,R,
Louisiana,2014,Red snapper,"128,131",H,
Louisiana,2014,Red snapper,0,R,
Louisiana,2014,Sand seatrout,"532,192",H,
Louisiana,2014,Sand seatrout,0,R,
Louisiana,2014,Sheepshead,"261,752",H,
Louisiana,2014,Sheepshead,0,R,
Louisiana,2014,South flounder,"208,878",H,
Louisiana,2014,South flounder,0,R,
Louisiana,2014,South kingfish,"4,042",H,
Louisiana,2014,South kingfish,0,R,
Louisiana,2014,Spotted seatrout,"3,231,015",H,
Louisiana,2014,Spotted seatrout,0,R,
Louisiana,2014,Yellowfin tuna,"14,261",H,
Louisiana,2014,Yellowfin tuna,0,R,
Louisiana,2015,Atlantic croaker,"209,460",H,
Louisiana,2015,Atlantic croaker,0,R,
Louisiana,2015,Black drum,"219,748",H,
Louisiana,2015,Black drum,0,R,
Louisiana,2015,Red drum,"1,244,261",H,
Louisiana,2015,Red drum,0,R,
Louisiana,2015,Red snapper,"171,451",H,
Louisiana,2015,Red snapper,0,R,
Louisiana,2015,Sand seatrout,"369,628",H,
Louisiana,2015,Sand seatrout,0,R,
Louisiana,2015,Sheepshead,"257,513",H,
Louisiana,2015,Sheepshead,0,R,
Louisiana,2015,South flounder,"217,375",H,
Louisiana,2015,South flounder,0,R,
Louisiana,2015,South kingfish,"19,924",H,
Louisiana,2015,South kingfish,0,R,
Louisiana,2015,Spotted seatrout,"4,291,891",H,
Louisiana,2015,Spotted seatrout,0,R,
Louisiana,2015,Yellowfin tuna,"22,913",H,
Louisiana,2015,Yellowfin tuna,0,R,
Louisiana,2016,Atlantic croaker,"149,675",H,
Louisiana,2016,Atlantic croaker,0,R,
Louisiana,2016,Black drum,"138,153",H,
Louisiana,2016,Black drum,0,R,
Louisiana,2016,Red drum,"1,044,787",H,
Louisiana,2016,Red drum,0,R,
Louisiana,2016,Red snapper,"144,691",H,
Louisiana,2016,Red snapper,0,R,
Louisiana,2016,Sand seatrout,"354,452",H,
Louisiana,2016,Sand seatrout,0,R,
Louisiana,2016,Sheepshead,"225,161",H,
Louisiana,2016,Sheepshead,0,R,
Louisiana,2016,South flounder,"221,916",H,
Louisiana,2016,South flounder,0,R,
Louisiana,2016,South kingfish,"6,152",H,
Louisiana,2016,South kingfish,0,R,
Louisiana,2016,Spotted seatrout,"5,325,640",H,
Louisiana,2016,Spotted seatrout,0,R,
Louisiana,2016,Yellowfin tuna,"28,309",H,
Louisiana,2016,Yellowfin tuna,0,R,
Louisiana,2017,Atlantic croaker,"149,991",H,
Louisiana,2017,Atlantic croaker,0,R,
Louisiana,2017,Black drum,"142,708",H,
Louisiana,2017,Black drum,0,R,
Louisiana,2017,Red drum,"1,644,111",H,
Louisiana,2017,Red drum,0,R,
Louisiana,2017,Red snapper,"118,559",H,
Louisiana,2017,Red snapper,0,R,
Louisiana,2017,Sand seatrout,"359,332",H,
Louisiana,2017,Sand seatrout,0,R,
Louisiana,2017,Sheepshead,"552,565",H,
Louisiana,2017,Sheepshead,0,R,
Louisiana,2017,South flounder,"94,416",H,
Louisiana,2017,South flounder,0,R,
Louisiana,2017,South kingfish,"17,925",H,
Louisiana,2017,South kingfish,0,R,
Louisiana,2017,Spotted seatrout,"5,141,501",H,
Louisiana,2017,Spotted seatrout,0,R,
Louisiana,2017,Yellowfin tuna,"22,964",H,
Louisiana,2017,Yellowfin tuna,0,R,
Louisiana,2018,Atlantic croaker,"134,113",H,
Louisiana,2018,Atlantic croaker,0,R,
Louisiana,2018,Black drum,"147,608",H,
Louisiana,2018,Black drum,0,R,
Louisiana,2018,Red drum,"1,977,465",H,
Louisiana,2018,Red drum,0,R,
Louisiana,2018,Red snapper,"101,081",H,
Louisiana,2018,Red snapper,0,R,
Louisiana,2018,Sand seatrout,"426,356",H,
Louisiana,2018,Sand seatrout,0,R,
Louisiana,2018,Sheepshead,"307,732",H,
Louisiana,2018,Sheepshead,0,R,
Louisiana,2018,South flounder,"64,522",H,
Louisiana,2018,South flounder,0,R,
Louisiana,2018,South kingfish,"25,106",H,
Louisiana,2018,South kingfish,0,R,
Louisiana,2018,Spotted seatrout,"2,577,659",H,
Louisiana,2018,Spotted seatrout,0,R,
Louisiana,2018,Yellowfin tuna,"5,669",H,
Louisiana,2018,Yellowfin tuna,0,R,
Louisiana,2019,Atlantic croaker,"86,495",H,
Louisiana,2019,Atlantic croaker,0,R,
Louisiana,2019,Black drum,"120,664",H,
Louisiana,2019,Black drum,0,R,
Louisiana,2019,Red drum,"1,224,198",H,
Louisiana,2019,Red drum,0,R,
Louisiana,2019,Red snapper,"123,140",H,
Louisiana,2019,Red snapper,0,R,
Louisiana,2019,Sand seatrout,"313,727",H,
Louisiana,2019,Sand seatrout,0,R,
Louisiana,2019,Sheepshead,"399,492",H,
Louisiana,2019,Sheepshead,0,R,
Louisiana,2019,South flounder,"102,900",H,
Louisiana,2019,South flounder,0,R,
Louisiana,2019,South kingfish,"17,615",H,
Louisiana,2019,South kingfish,0,R,
Louisiana,2019,Spotted seatrout,"3,541,643",H,
Louisiana,2019,Spotted seatrout,0,R,
Louisiana,2019,Yellowfin tuna,"4,813",H,
Louisiana,2019,Yellowfin tuna,0,R,
Louisiana,2020,Atlantic croaker,"257,070",H,
Louisiana,2020,Atlantic croaker,0,R,
Louisiana,2020,Black drum,"107,756",H,
Louisiana,2020,Black drum,0,R,
Louisiana,2020,Red drum,"1,078,745",H,
Louisiana,2020,Red drum,0,R,
Louisiana,2020,Red snapper,"103,267",H,
Louisiana,2020,Red snapper,0,R,
Louisiana,2020,Sand seatrout,"338,775",H,
Louisiana,2020,Sand seatrout,0,R,
Louisiana,2020,Sheepshead,"660,276",H,
Louisiana,2020,Sheepshead,0,R,
Louisiana,2020,South flounder,"94,213",H,
Louisiana,2020,South flounder,0,R,
Louisiana,2020,South kingfish,"5,552",H,
Louisiana,2020,South kingfish,0,R,
Louisiana,2020,Spotted seatrout,"3,833,931",H,
Louisiana,2020,Spotted seatrout,0,R,
Louisiana,2020,Yellowfin tuna,"9,547",H,
Louisiana,2020,Yellowfin tuna,0,R,
Louisiana,2021,Atlantic croaker,"103,779",H,
Louisiana,2021,Atlantic croaker,0,R,
Louisiana,2021,Black drum,"75,775",H,
Louisiana,2021,Black drum,0,R,
Louisiana,2021,Red drum,"736,739",H,
Louisiana,2021,Red drum,0,R,
Louisiana,2021,Red snapper,"138,063",H,
Louisiana,2021,Red snapper,0,R,
Louisiana,2021,Sand seatrout,"263,613",H,
Louisiana,2021,Sand seatrout,0,R,
Louisiana,2021,Sheepshead,"324,641",H,
Louisiana,2021,Sheepshead,0,R,
Louisiana,2021,South flounder,"88,541",H,
Louisiana,2021,South flounder,0,R,
Louisiana,2021,South kingfish,"21,162",H,
Louisiana,2021,South kingfish,0,R,
Louisiana,2021,Spotted seatrout,"2,933,215",H,
Louisiana,2021,Spotted seatrout,0,R,
Louisiana,2021,Yellowfin tuna,"11,651",H,
Louisiana,2021,Yellowfin tuna,0,R,
Louisiana,2022,Atlantic croaker,"111,008",H,
Louisiana,2022,Atlantic croaker,0,R,
Louisiana,2022,Black drum,"89,309",H,
Louisiana,2022,Black drum,0,R,
Louisiana,2022,Red drum,"751,448",H,
Louisiana,2022,Red drum,0,R,
Louisiana,2022,Red snapper,"120,504",H,
Louisiana,2022,Red snapper,0,R,
Louisiana,2022,Sand seatrout,"421,449",H,
Louisiana,2022,Sand seatrout,0,R,
Louisiana,2022,Sheepshead,"241,372",H,
Louisiana,2022,Sheepshead,0,R,
Louisiana,2022,South flounder,"81,983",H,
Louisiana,2022,South flounder,0,R,
Louisiana,2022,South kingfish,"5,860",H,
Louisiana,2022,South kingfish,0,R,
Louisiana,2022,Spotted seatrout,"2,918,217",H,
Louisiana,2022,Spotted seatrout,0,R,
Louisiana,2022,Yellowfin tuna,"8,873",H,
Louisiana,2022,Yellowfin tuna,0,R,
Maine,2013,American shad,"4,756",R,
Maine,2013,American shad,0,H,
Maine,2013,Atlantic cod,"109,662",H,
Maine,2013,Atlantic cod,"157,058",R,
Maine,2013,Atlantic mackerel,"2,267,837",H,
Maine,2013,Atlantic mackerel,"214,356",R,
Maine,2013,Blue shark,"36,017",R,
Maine,2013,Blue shark,0,H,
Maine,2013,Bluefin tuna,,H,N/A - Data are not available.
Maine,2013,Bluefin tuna,,R,N/A - Data are not available.
Maine,2013,Bluefish,"65,189",R,
Maine,2013,Bluefish,"66,860",H,
Maine,2013,Haddock,"13,159",H,
Maine,2013,Haddock,"93,734",R,
Maine,2013,Pollock,"266,500",H,
Maine,2013,Pollock,"839,142",R,
Maine,2013,Striped bass,"73,345",H,
Maine,2013,Striped bass,"984,637",R,
Maine,2013,Winter flounder,"2,359",R,
Maine,2013,Winter flounder,0,H,
Maine,2014,American shad,"6,401",H,
Maine,2014,American shad,0,R,
Maine,2014,Atlantic cod,"146,639",R,
Maine,2014,Atlantic cod,"69,932",H,
Maine,2014,Atlantic mackerel,"2,331,074",H,
Maine,2014,Atlantic mackerel,"602,933",R,
Maine,2014,Blue shark,"19,691",R,
Maine,2014,Blue shark,0,H,
Maine,2014,Bluefin tuna,,H,N/A - Data are not available.
Maine,2014,Bluefin tuna,,R,N/A - Data are not available.
Maine,2014,Bluefish,0,R,
Maine,2014,Bluefish,592,H,
Maine,2014,Haddock,"211,853",R,
Maine,2014,Haddock,"9,055",H,
Maine,2014,Pollock,"370,647",H,
Maine,2014,Pollock,"440,723",R,
Maine,2014,Striped bass,"1,023,303",R,
Maine,2014,Striped bass,"86,409",H,
Maine,2014,Winter flounder,"17,113",R,
Maine,2014,Winter flounder,0,H,
Maine,2015,American shad,"49,840",R,
Maine,2015,American shad,"5,521",H,
Maine,2015,Atlantic cod,"224,767",R,
Maine,2015,Atlantic cod,"3,049",H,
Maine,2015,Atlantic mackerel,"3,172,216",H,
Maine,2015,Atlantic mackerel,"487,621",R,
Maine,2015,Blue shark,"34,954",R,
Maine,2015,Blue shark,0,H,
Maine,2015,Bluefin tuna,,H,N/A - Data are not available.
Maine,2015,Bluefin tuna,,R,N/A - Data are not available.
Maine,2015,Bluefish,"1,229",H,
Maine,2015,Bluefish,0,R,
Maine,2015,Haddock,"121,891",R,
Maine,2015,Haddock,"35,750",H,
Maine,2015,Pollock,"194,370",H,
Maine,2015,Pollock,"309,533",R,
Maine,2015,Striped bass,"14,434",H,
Maine,2015,Striped bass,"823,891",R,
Maine,2015,Winter flounder,,H,N/A - Data are not available.
Maine,2015,Winter flounder,,R,N/A - Data are not available.
Maine,2016,American shad,"20,375",R,
Maine,2016,American shad,"3,790",H,
Maine,2016,Atlantic cod,"147,952",R,
Maine,2016,Atlantic cod,"3,590",H,
Maine,2016,Atlantic mackerel,"4,928,800",H,
Maine,2016,Atlantic mackerel,"963,407",R,
Maine,2016,Blue shark,"1,608",R,
Maine,2016,Blue shark,0,H,
Maine,2016,Bluefin tuna,,H,N/A - Data are not available.
Maine,2016,Bluefin tuna,,R,N/A - Data are not available.
Maine,2016,Bluefish,31,H,
Maine,2016,Bluefish,93,R,
Maine,2016,Haddock,"165,927",R,
Maine,2016,Haddock,"44,696",H,
Maine,2016,Pollock,"205,780",R,
Maine,2016,Pollock,"82,194",H,
Maine,2016,Striped bass,"14,180",H,
Maine,2016,Striped bass,"2,161,647",R,
Maine,2016,Winter flounder,"46,541",R,
Maine,2016,Winter flounder,0,H,
Maine,2017,American shad,"3,759",H,
Maine,2017,American shad,"39,835",R,
Maine,2017,Atlantic cod,"126,769",R,
Maine,2017,Atlantic cod,90,H,
Maine,2017,Atlantic mackerel,"1,933,716",H,
Maine,2017,Atlantic mackerel,"215,252",R,
Maine,2017,Blue shark,,H,N/A - Data are not available.
Maine,2017,Blue shark,,R,N/A - Data are not available.
Maine,2017,Bluefin tuna,,H,N/A - Data are not available.
Maine,2017,Bluefin tuna,,R,N/A - Data are not available.
Maine,2017,Bluefish,0,R,
Maine,2017,Bluefish,6,H,
Maine,2017,Haddock,"182,143",R,
Maine,2017,Haddock,"61,512",H,
Maine,2017,Pollock,"122,676",H,
Maine,2017,Pollock,"133,744",R,
Maine,2017,Striped bass,"2,719,207",R,
Maine,2017,Striped bass,"22,042",H,
Maine,2017,Winter flounder,"11,824",H,
Maine,2017,Winter flounder,0,R,
Maine,2018,American shad,"4,108",H,
Maine,2018,American shad,"41,038",R,
Maine,2018,Atlantic cod,"82,082",R,
Maine,2018,Atlantic cod,199,H,
Maine,2018,Atlantic mackerel,"154,418",R,
Maine,2018,Atlantic mackerel,"2,697,504",H,
Maine,2018,Blue shark,"9,973",R,
Maine,2018,Blue shark,0,H,
Maine,2018,Bluefin tuna,,H,N/A - Data are not available.
Maine,2018,Bluefin tuna,,R,N/A - Data are not available.
Maine,2018,Bluefish,,H,N/A - Data are not available.
Maine,2018,Bluefish,,R,N/A - Data are not available.
Maine,2018,Haddock,"87,934",R,
Maine,2018,Haddock,"98,031",H,
Maine,2018,Pollock,"139,456",H,
Maine,2018,Pollock,"238,731",R,
Maine,2018,Striped bass,"16,025",H,
Maine,2018,Striped bass,"2,174,430",R,
Maine,2018,Winter flounder,,H,N/A - Data are not available.
Maine,2018,Winter flounder,,R,N/A - Data are not available.
Maine,2019,American shad,"92,081",R,
Maine,2019,American shad,0,H,
Maine,2019,Atlantic cod,"67,214",R,
